Date,SalesRep,Product,Units,Price,Total Sales,City,State,Region,Day
5/25/2014,Sylvester  Morales,Nestle Smarties Pop-Up,7,338,2366,Mumbai, Maharashtra,West,Sunday
5/26/2014,Elvira  Bowman,Nestle Smarties Pop-Up,1,202,202,Srinagar, Jammu and Kashmir,North,Monday
5/26/2014,Don  Gonzales,Nestle Aero Mint Potz,2,127,254,Mysore, Karnataka,South,Monday
5/26/2014,Marian  Hill,Nestle Toffee Crumble,3,271,813,Trivandrum, Kerala,South,Monday
5/26/2014,Salvador  Bass,Nestle Kit Kat Cone,2,373,746,Goa, Goa,West,Monday
5/26/2014,Drew  Rogers,Nestle Kit Kat Cone,1,349,349,Delhi, Delhi,North,Monday
5/27/2014,Tracy  Reed,Nestle Fab,3,394,1182,Agra, Uttar Pradesh,North,Tuesday
5/27/2014,Lee  Mack,Nestle Aero Mint Potz,2,338,676,Delhi, Delhi,North,Tuesday
5/27/2014,Carla  Mccormick,Nestle Rolo Potz,1,399,399,Varanasi, Uttar Pradesh,North,Tuesday
5/27/2014,Kyle  Carr,Nestle Smarties Pop-Up,3,113,339,Delhi, Delhi,North,Tuesday
5/28/2014,Isabel  Cross,Nestle Fab,1,255,255,Ranchi, Jharkhand,East,Wednesday
5/28/2014,Sonya  Mullins,Nestle Kit Kat Cone,2,469,938,Kolkata, West Bengal,East,Wednesday
5/28/2014,Shari  Silva,Nestle Kit Kat Cone,2,156,312,Mysore, Karnataka,South,Wednesday
5/28/2014,Ellen  Weaver,Nestle Rowntree Screamers,3,469,1407,Hyderabad, Telangana,South,Wednesday
5/28/2014,Felicia  Jennings,Nestle Rowntree Fruit Pastil,2,141,282,Pune, Maharashtra,West,Wednesday
5/29/2014,Joey  Wong,Nestle Toffee Crumble,15,419,6285,Goa, Goa,West,Thursday
5/29/2014,Felicia  Jennings,Nestle Smarties Pop-Up,2,109,218,Pune, Maharashtra,West,Thursday
5/29/2014,Herman  Williams,Nestle Rowntree Fruit Pastil,2,289,578,Darjeeling, West Bengal,East,Thursday
5/29/2014,Christina  Fuller,Nestle Fab,25,211,5275,Nagpur, Maharashtra,West,Thursday
5/30/2014,Drew  Rogers,Nestle Fab,2,335,670,Delhi, Delhi,North,Friday
5/30/2014,Jaime  Pearson,Nestle Rowntree Fruit Pastil,3,262,786,Jodhpur, Rajasthan,North,Friday
5/31/2014,Cindy  Becker,Nestle Fab,1,268,268,Bangalore, Karnataka,South,Saturday
5/31/2014,Mable  Lindsey,Nestle Rolo Potz,3,213,639,Ahmedabad, Gujarat,West,Saturday
6/1/2014,Austin  Reynolds,Nestle Maxibon Cookie,2,385,770,Kolkata, West Bengal,East,Sunday
6/1/2014,Don  Gonzales,Nestle Toffee Crumble,2,470,940,Mysore, Karnataka,South,Sunday
6/1/2014,Don  Gonzales,Nestle Rolo Potz,2,186,372,Mysore, Karnataka,South,Sunday
6/2/2014,Kyle  Carr,Nestle Smarties Pop-Up,3,107,321,Delhi, Delhi,North,Monday
6/3/2014,Paulette  Spencer,Nestle Smarties Pop-Up,1,101,101,Hyderabad, Telangana,South,Tuesday
6/3/2014,Sylvester  Morales,Nestle Milky Bar Stick,2,308,616,Mumbai, Maharashtra,West,Tuesday
6/3/2014,Rachel  Gomez,Nestle Rowntree Fruit Pastil,3,413,1239,Delhi, Delhi,North,Tuesday
6/4/2014,Trevor  Jones,Nestle Smarties Pop-Up,1,181,181,Pune, Maharashtra,West,Wednesday
6/4/2014,Ivan  Adkins,Nestle Maxibon Cookie,3,485,1455,Mumbai, Maharashtra,West,Wednesday
6/4/2014,Carla  Mccormick,Nestle Smarties Pop-Up,2,498,996,Varanasi, Uttar Pradesh,North,Wednesday
6/4/2014,Ernest  Davis,Nestle Smarties Pop-Up,2,166,332,Mumbai, Maharashtra,West,Wednesday
6/5/2014,Tiffany  May,Nestle Fab,2,249,498,Agra, Uttar Pradesh,North,Thursday
6/5/2014,Della  Jensen,Nestle Rowntree Fruit Pastil,3,125,375,Patna, Bihar,East,Thursday
6/5/2014,Lynette  Brewer,Nestle Rowntree Fruit Pastil,2,118,236,Varanasi, Uttar Pradesh,North,Thursday
6/6/2014,Lance  Yates,Nestle Smarties Pop-Up,1,200,200,Srinagar, Jammu and Kashmir,North,Friday
6/6/2014,Ivan  Adkins,Nestle Rowntree Fruit Pastil,2,408,816,Mumbai, Maharashtra,West,Friday
6/7/2014,Cecilia  Manning,Nestle Nobbly Bobbly,2,157,314,Trivandrum, Kerala,South,Saturday
6/7/2014,Marion  Glover,Nestle Aero Mint Potz,2,277,554,Durgapur, West Bengal,East,Saturday
6/8/2014,Drew  Rogers,Nestle Aero Mint Potz,3,254,762,Delhi, Delhi,North,Sunday
6/8/2014,Rachel  Gomez,Nestle Aero Mint Potz,1,245,245,Delhi, Delhi,North,Sunday
6/8/2014,Paulette  Spencer,Nestle Toffee Crumble,2,103,206,Hyderabad, Telangana,South,Sunday
6/8/2014,Blake  Bridges,Nestle Aero Mint Potz,5,333,1665,Cochin, Kerala,South,Sunday
6/8/2014,Fernando  Rowe,Nestle Rolo Potz,2,144,288,Ahmedabad, Gujarat,West,Sunday
6/8/2014,Max  Rodgers,Nestle Aero Mint Potz,1,116,116,Nagpur, Maharashtra,West,Sunday
6/8/2014,Elaine  Ellis,Nestle Smarties Pop-Up,2,223,446,Hyderabad, Telangana,South,Sunday
6/8/2014,Robert  Munoz,Nestle Rolo Potz,3,366,1098,Delhi, Delhi,North,Sunday
6/8/2014,Paulette  Spencer,Nestle Maxibon Cookie,17,170,2890,Hyderabad, Telangana,South,Sunday
6/9/2014,Lorraine  Gibson,Nestle Smarties Pop-Up,2,401,802,Kolkata, West Bengal,East,Monday
6/9/2014,Marian  Hill,Nestle Milky Bar Stick,6,321,1926,Trivandrum, Kerala,South,Monday
6/9/2014,Guillermo  Potter,Nestle Smarties Pop-Up,1,125,125,Nainital, Uttarakhand,North,Monday
6/9/2014,Tracy  Reed,Nestle Fab,2,163,326,Agra, Uttar Pradesh,North,Monday
6/9/2014,Austin  Reynolds,Nestle Toffee Crumble,3,454,1362,Kolkata, West Bengal,East,Monday
6/10/2014,Max  Rodgers,Nestle Rowntree Fruit Pastil,2,280,560,Nagpur, Maharashtra,West,Tuesday
6/11/2014,Austin  Reynolds,Nestle Smarties Pop-Up,3,133,399,Kolkata, West Bengal,East,Wednesday
6/11/2014,Della  Jensen,Nestle Rowntree Fruit Pastil,1,394,394,Patna, Bihar,East,Wednesday
6/11/2014,Allan  Ramos,Nestle Rowntree Fruit Pastil,3,220,660,Jodhpur, Rajasthan,North,Wednesday
6/11/2014,Drew  Rogers,Nestle Maxibon Cookie,3,395,1185,Delhi, Delhi,North,Wednesday
6/11/2014,Carla  Mccormick,Nestle Toffee Crumble,3,126,378,Varanasi, Uttar Pradesh,North,Wednesday
6/12/2014,Andrew  Meyer,Nestle Milky Bar Stick,2,372,744,Mumbai, Maharashtra,West,Thursday
6/12/2014,Edwin  Malone,Nestle Fab,1,446,446,Kolkata, West Bengal,East,Thursday
6/12/2014,Iris  Underwood,Nestle Maxibon Cookie,2,473,946,Pune, Maharashtra,West,Thursday
6/13/2014,Shari  Silva,Nestle Kit Kat Cone,2,172,344,Mysore, Karnataka,South,Friday
6/13/2014,Shari  Silva,Nestle Maxibon Cookie,14,127,1778,Mysore, Karnataka,South,Friday
6/14/2014,Ben  Perez,Nestle Rowntree Fruit Pastil,3,350,1050,Goa, Goa,West,Saturday
6/14/2014,Fernando  Rowe,Nestle Smarties Pop-Up,2,207,414,Ahmedabad, Gujarat,West,Saturday
6/14/2014,Cassandra  Franklin,Nestle Aero Mint Potz,1,146,146,Delhi, Delhi,North,Saturday
6/15/2014,Eddie  Green,Nestle Fab,1,396,396,Durgapur, West Bengal,East,Sunday
6/15/2014,Lance  Yates,Nestle Fab,2,165,330,Srinagar, Jammu and Kashmir,North,Sunday
6/15/2014,Mable  Lindsey,Nestle Milky Bar Stick,5,180,900,Ahmedabad, Gujarat,West,Sunday
6/15/2014,Marian  Hill,Nestle Toffee Crumble,3,212,636,Trivandrum, Kerala,South,Sunday
6/15/2014,Max  Rodgers,Nestle Smarties Pop-Up,2,118,236,Nagpur, Maharashtra,West,Sunday
6/15/2014,Max  Rodgers,Nestle Smarties Pop-Up,3,380,1140,Nagpur, Maharashtra,West,Sunday
6/15/2014,Eddie  Green,Nestle Smarties Pop-Up,2,297,594,Durgapur, West Bengal,East,Sunday
6/16/2014,Cassandra  Franklin,Nestle Rolo Potz,2,225,450,Delhi, Delhi,North,Monday
6/16/2014,Carla  Mccormick,Nestle Toffee Crumble,2,453,906,Varanasi, Uttar Pradesh,North,Monday
6/16/2014,Felicia  Jennings,Nestle Smarties Pop-Up,1,304,304,Pune, Maharashtra,West,Monday
6/16/2014,Peter  Hodges,Nestle Smarties Pop-Up,1,335,335,Shimla, Himachal Pradesh,North,Monday
6/16/2014,Sylvester  Morales,Nestle Maxibon Cookie,1,472,472,Mumbai, Maharashtra,West,Monday
6/16/2014,Della  Jensen,Nestle Milky Bar Stick,4,394,1576,Patna, Bihar,East,Monday
6/17/2014,Blake  Bridges,Nestle Smarties Pop-Up,17,163,2771,Cochin, Kerala,South,Tuesday
6/17/2014,Jenny  Garcia,Nestle Fab,1,342,342,Shimla, Himachal Pradesh,North,Tuesday
6/17/2014,Cecilia  Manning,Nestle Milky Bar Stick,2,236,472,Trivandrum, Kerala,South,Tuesday
6/17/2014,Sandra  Floyd,Nestle Toffee Crumble,11,419,4609,Nainital, Uttarakhand,North,Tuesday
6/17/2014,Isabel  Cross,Nestle Kit Kat Cone,1,304,304,Ranchi, Jharkhand,East,Tuesday
6/18/2014,Trevor  Jones,Nestle Rowntree Screamers,3,486,1458,Pune, Maharashtra,West,Wednesday
6/18/2014,Shari  Silva,Nestle Rowntree Screamers,2,423,846,Mysore, Karnataka,South,Wednesday
6/18/2014,Blake  Bridges,Nestle Rowntree Fruit Pastil,3,224,672,Cochin, Kerala,South,Wednesday
6/18/2014,Isabel  Cross,Nestle Rowntree Fruit Pastil,2,147,294,Ranchi, Jharkhand,East,Wednesday
6/19/2014,Joey  Wong,Nestle Milky Bar Stick,1,174,174,Goa, Goa,West,Thursday
6/19/2014,Max  Rodgers,Nestle Smarties Pop-Up,2,133,266,Nagpur, Maharashtra,West,Thursday
6/19/2014,Herman  Williams,Nestle Rowntree Fruit Pastil,3,259,777,Darjeeling, West Bengal,East,Thursday
6/19/2014,Cecilia  Manning,Nestle Milky Bar Stick,2,385,770,Trivandrum, Kerala,South,Thursday
6/19/2014,Don  Gonzales,Nestle Toffee Crumble,3,474,1422,Mysore, Karnataka,South,Thursday
6/20/2014,Salvador  Bass,Nestle Aero Mint Potz,1,478,478,Goa, Goa,West,Friday
6/20/2014,Johanna  Boone,Nestle Milky Bar Stick,2,374,748,Mysore, Karnataka,South,Friday
6/20/2014,Pauline  Beck,Nestle Maxibon Cookie,2,153,306,Pune, Maharashtra,West,Friday
6/21/2014,Blake  Bridges,Nestle Smarties Pop-Up,7,331,2317,Cochin, Kerala,South,Saturday
6/21/2014,Lee  Mack,Nestle Kit Kat Cone,2,306,612,Delhi, Delhi,North,Saturday
6/21/2014,Cecilia  Manning,Nestle Aero Mint Potz,20,147,2940,Trivandrum, Kerala,South,Saturday
6/21/2014,Sandra  Floyd,Nestle Milky Bar Stick,3,317,951,Nainital, Uttarakhand,North,Saturday
6/21/2014,Woodrow  Colon,Nestle Aero Mint Potz,25,129,3225,Cochin, Kerala,South,Saturday
6/21/2014,Bobbie  Ryan,Nestle Fab,1,221,221,Darjeeling, West Bengal,East,Saturday
6/21/2014,Herman  Williams,Nestle Fab,2,309,618,Darjeeling, West Bengal,East,Saturday
6/22/2014,Felicia  Jennings,Nestle Nobbly Bobbly,1,292,292,Pune, Maharashtra,West,Sunday
6/22/2014,Shari  Silva,Nestle Nobbly Bobbly,2,317,634,Mysore, Karnataka,South,Sunday
6/22/2014,Johanna  Boone,Nestle Rolo Potz,3,497,1491,Mysore, Karnataka,South,Sunday
6/22/2014,Woodrow  Colon,Nestle Nobbly Bobbly,3,299,897,Cochin, Kerala,South,Sunday
6/22/2014,Austin  Reynolds,Nestle Rolo Potz,3,234,702,Kolkata, West Bengal,East,Sunday
6/22/2014,Edwin  Malone,Nestle Aero Mint Potz,2,426,852,Kolkata, West Bengal,East,Sunday
6/22/2014,Colleen  Warren,Nestle Milky Bar Stick,2,225,450,Ahmedabad, Gujarat,West,Sunday
6/22/2014,Trevor  Jones,Nestle Milky Bar Stick,17,348,5916,Pune, Maharashtra,West,Sunday
6/22/2014,Elvira  Bowman,Nestle Milky Bar Stick,3,199,597,Srinagar, Jammu and Kashmir,North,Sunday
6/23/2014,Charlie  Wood,Nestle Aero Mint Potz,2,249,498,Agra, Uttar Pradesh,North,Monday
6/23/2014,Elvira  Bowman,Nestle Kit Kat Cone,2,411,822,Srinagar, Jammu and Kashmir,North,Monday
6/23/2014,Isabel  Cross,Nestle Aero Mint Potz,1,441,441,Ranchi, Jharkhand,East,Monday
6/24/2014,Arturo  Francis,Nestle Aero Mint Potz,2,286,572,Ranchi, Jharkhand,East,Tuesday
6/24/2014,Felicia  Jennings,Nestle Rowntree Fruit Pastil,2,259,518,Pune, Maharashtra,West,Tuesday
6/24/2014,Johanna  Boone,Nestle Rowntree Fruit Pastil,2,243,486,Mysore, Karnataka,South,Tuesday
6/24/2014,Robert  Munoz,Nestle Smarties Pop-Up,1,360,360,Delhi, Delhi,North,Tuesday
6/25/2014,Lorraine  Gibson,Nestle Maxibon Cookie,3,277,831,Kolkata, West Bengal,East,Wednesday
6/25/2014,Ellen  Weaver,Nestle Kit Kat Cone,3,101,303,Hyderabad, Telangana,South,Wednesday
6/25/2014,Salvador  Bass,Nestle Rowntree Fruit Pastil,3,377,1131,Goa, Goa,West,Wednesday
6/25/2014,Max  Rodgers,Nestle Milky Bar Stick,2,256,512,Nagpur, Maharashtra,West,Wednesday
6/25/2014,Lynette  Brewer,Nestle Kit Kat Cone,3,101,303,Varanasi, Uttar Pradesh,North,Wednesday
6/26/2014,Ernest  Davis,Nestle Nobbly Bobbly,2,192,384,Mumbai, Maharashtra,West,Thursday
6/26/2014,Christina  Fuller,Nestle Milky Bar Stick,2,115,230,Nagpur, Maharashtra,West,Thursday
6/26/2014,Dan  Peterson,Nestle Smarties Pop-Up,4,316,1264,Shimla, Himachal Pradesh,North,Thursday
6/26/2014,Willie  Vega,Nestle Rowntree Fruit Pastil,3,298,894,Delhi, Delhi,North,Thursday
6/27/2014,Robert  Munoz,Nestle Rowntree Fruit Pastil,2,219,438,Delhi, Delhi,North,Friday
6/27/2014,Elaine  Ellis,Nestle Fab,1,296,296,Hyderabad, Telangana,South,Friday
6/27/2014,Cindy  Becker,Nestle Toffee Crumble,1,348,348,Bangalore, Karnataka,South,Friday
6/28/2014,Tiffany  May,Nestle Rowntree Fruit Pastil,3,364,1092,Agra, Uttar Pradesh,North,Saturday
6/28/2014,Shari  Silva,Nestle Rolo Potz,1,130,130,Mysore, Karnataka,South,Saturday
6/28/2014,Sylvester  Morales,Nestle Maxibon Cookie,2,427,854,Mumbai, Maharashtra,West,Saturday
6/28/2014,Ben  Perez,Nestle Rolo Potz,1,443,443,Goa, Goa,West,Saturday
6/28/2014,Isabel  Cross,Nestle Aero Mint Potz,2,449,898,Ranchi, Jharkhand,East,Saturday
6/28/2014,Ellen  Weaver,Nestle Aero Mint Potz,1,479,479,Hyderabad, Telangana,South,Saturday
6/29/2014,Don  Gonzales,Nestle Rowntree Fruit Pastil,2,108,216,Mysore, Karnataka,South,Sunday
6/29/2014,Ruben  Nunez,Nestle Toffee Crumble,14,281,3934,Ahmedabad, Gujarat,West,Sunday
6/29/2014,Trevor  Jones,Nestle Milky Bar Stick,3,239,717,Pune, Maharashtra,West,Sunday
6/30/2014,Blake  Bridges,Nestle Milky Bar Stick,3,314,942,Cochin, Kerala,South,Monday
6/30/2014,Sonya  Mullins,Nestle Aero Mint Potz,1,494,494,Kolkata, West Bengal,East,Monday
6/30/2014,Elvira  Bowman,Nestle Fab,2,292,584,Srinagar, Jammu and Kashmir,North,Monday
6/30/2014,Brooke  Horton,Nestle Rolo Potz,3,337,1011,Nainital, Uttarakhand,North,Monday
6/30/2014,Rachel  Gomez,Nestle Nobbly Bobbly,2,258,516,Delhi, Delhi,North,Monday
7/1/2014,Della  Jensen,Nestle Maxibon Cookie,2,488,976,Patna, Bihar,East,Tuesday
7/1/2014,Drew  Rogers,Nestle Smarties Pop-Up,3,358,1074,Delhi, Delhi,North,Tuesday
7/1/2014,Cassandra  Franklin,Nestle Smarties Pop-Up,2,283,566,Delhi, Delhi,North,Tuesday
7/2/2014,Ellen  Weaver,Nestle Kit Kat Cone,3,433,1299,Hyderabad, Telangana,South,Wednesday
7/2/2014,Trevor  Jones,Nestle Smarties Pop-Up,2,467,934,Pune, Maharashtra,West,Wednesday
7/2/2014,Rachel  Gomez,Nestle Toffee Crumble,4,316,1264,Delhi, Delhi,North,Wednesday
7/2/2014,Willie  Vega,Nestle Rowntree Fruit Pastil,13,157,2041,Delhi, Delhi,North,Wednesday
7/2/2014,Woodrow  Colon,Nestle Smarties Pop-Up,1,426,426,Cochin, Kerala,South,Wednesday
7/2/2014,Max  Rodgers,Nestle Maxibon Cookie,3,458,1374,Nagpur, Maharashtra,West,Wednesday
7/2/2014,Lee  Mack,Nestle Nobbly Bobbly,3,106,318,Delhi, Delhi,North,Wednesday
7/2/2014,Lorraine  Gibson,Nestle Rowntree Fruit Pastil,1,231,231,Kolkata, West Bengal,East,Wednesday
7/3/2014,Trevor  Jones,Nestle Milky Bar Stick,1,247,247,Pune, Maharashtra,West,Thursday
7/3/2014,Lorraine  Gibson,Nestle Aero Mint Potz,1,470,470,Kolkata, West Bengal,East,Thursday
7/3/2014,Brooke  Horton,Nestle Smarties Pop-Up,2,310,620,Nainital, Uttarakhand,North,Thursday
7/3/2014,Jaime  Pearson,Nestle Aero Mint Potz,3,448,1344,Jodhpur, Rajasthan,North,Thursday
7/3/2014,Cecilia  Manning,Nestle Aero Mint Potz,4,366,1464,Trivandrum, Kerala,South,Thursday
7/3/2014,Cassandra  Franklin,Nestle Kit Kat Cone,2,284,568,Delhi, Delhi,North,Thursday
7/3/2014,Nellie  Joseph,Nestle Fab,14,348,4872,Patna, Bihar,East,Thursday
7/3/2014,Eric  Rose,Nestle Maxibon Cookie,2,328,656,Mumbai, Maharashtra,West,Thursday
7/4/2014,Patty  Thompson,Nestle Aero Mint Potz,2,249,498,Mumbai, Maharashtra,West,Friday
7/4/2014,Isabel  Cross,Nestle Smarties Pop-Up,3,208,624,Ranchi, Jharkhand,East,Friday
7/4/2014,Della  Jensen,Nestle Milky Bar Stick,2,245,490,Patna, Bihar,East,Friday
7/5/2014,Max  Rodgers,Nestle Rowntree Fruit Pastil,2,271,542,Nagpur, Maharashtra,West,Saturday
7/5/2014,Edwin  Malone,Nestle Rowntree Screamers,2,154,308,Kolkata, West Bengal,East,Saturday
7/5/2014,Max  Rodgers,Nestle Aero Mint Potz,2,387,774,Nagpur, Maharashtra,West,Saturday
7/5/2014,Edwin  Malone,Nestle Smarties Pop-Up,3,408,1224,Kolkata, West Bengal,East,Saturday
7/6/2014,Donna  Reid,Nestle Fab,2,112,224,Goa, Goa,West,Sunday
7/7/2014,Rachel  Gomez,Nestle Fab,23,473,10879,Delhi, Delhi,North,Monday
7/7/2014,Carla  Mccormick,Nestle Smarties Pop-Up,2,477,954,Varanasi, Uttar Pradesh,North,Monday
7/7/2014,Felicia  Jennings,Nestle Fab,2,358,716,Pune, Maharashtra,West,Monday
7/8/2014,Beth  Tucker,Nestle Rowntree Fruit Pastil,2,325,650,Pune, Maharashtra,West,Tuesday
7/8/2014,Ben  Perez,Nestle Milky Bar Stick,17,397,6749,Goa, Goa,West,Tuesday
7/8/2014,Johanna  Boone,Nestle Rolo Potz,1,415,415,Mysore, Karnataka,South,Tuesday
7/8/2014,Patty  Thompson,Nestle Smarties Pop-Up,16,323,5168,Mumbai, Maharashtra,West,Tuesday
7/9/2014,Colleen  Warren,Nestle Milky Bar Stick,2,298,596,Ahmedabad, Gujarat,West,Wednesday
7/9/2014,Austin  Reynolds,Nestle Smarties Pop-Up,2,378,756,Kolkata, West Bengal,East,Wednesday
7/9/2014,Max  Rodgers,Nestle Smarties Pop-Up,1,278,278,Nagpur, Maharashtra,West,Wednesday
7/9/2014,Peter  Hodges,Nestle Aero Mint Potz,2,460,920,Shimla, Himachal Pradesh,North,Wednesday
7/10/2014,Jenny  Garcia,Nestle Smarties Pop-Up,3,166,498,Shimla, Himachal Pradesh,North,Thursday
7/11/2014,Andrew  Meyer,Nestle Smarties Pop-Up,2,448,896,Mumbai, Maharashtra,West,Friday
7/11/2014,Iris  Underwood,Nestle Smarties Pop-Up,2,143,286,Pune, Maharashtra,West,Friday
7/11/2014,Tracy  Reed,Nestle Fab,2,243,486,Agra, Uttar Pradesh,North,Friday
7/11/2014,Salvador  Bass,Nestle Kit Kat Cone,1,469,469,Goa, Goa,West,Friday
7/11/2014,Carla  Mccormick,Nestle Toffee Crumble,1,311,311,Varanasi, Uttar Pradesh,North,Friday
7/12/2014,Eric  Rose,Nestle Smarties Pop-Up,1,353,353,Mumbai, Maharashtra,West,Saturday
7/12/2014,Jenny  Garcia,Nestle Rowntree Fruit Pastil,2,227,454,Shimla, Himachal Pradesh,North,Saturday
7/12/2014,Charlie  Wood,Nestle Milky Bar Stick,2,467,934,Agra, Uttar Pradesh,North,Saturday
7/12/2014,Mable  Lindsey,Nestle Smarties Pop-Up,3,182,546,Ahmedabad, Gujarat,West,Saturday
7/12/2014,Shari  Silva,Nestle Aero Mint Potz,2,163,326,Mysore, Karnataka,South,Saturday
7/12/2014,Jaime  Pearson,Nestle Aero Mint Potz,1,487,487,Jodhpur, Rajasthan,North,Saturday
7/13/2014,Jenny  Garcia,Nestle Toffee Crumble,3,187,561,Shimla, Himachal Pradesh,North,Sunday
7/13/2014,Shari  Silva,Nestle Aero Mint Potz,11,322,3542,Mysore, Karnataka,South,Sunday
7/13/2014,Kyle  Carr,Nestle Fab,4,442,1768,Delhi, Delhi,North,Sunday
7/13/2014,Jenny  Garcia,Nestle Fab,2,476,952,Shimla, Himachal Pradesh,North,Sunday
7/13/2014,Don  Gonzales,Nestle Rowntree Fruit Pastil,3,407,1221,Mysore, Karnataka,South,Sunday
7/13/2014,Christy  Olson,Nestle Rolo Potz,3,308,924,Surat, Gujarat,West,Sunday
7/13/2014,Edwin  Malone,Nestle Fab,2,417,834,Kolkata, West Bengal,East,Sunday
7/14/2014,Shari  Silva,Nestle Aero Mint Potz,2,195,390,Mysore, Karnataka,South,Monday
7/14/2014,Bobbie  Ryan,Nestle Toffee Crumble,1,318,318,Darjeeling, West Bengal,East,Monday
7/14/2014,Isabel  Cross,Nestle Fab,3,127,381,Ranchi, Jharkhand,East,Monday
7/14/2014,Tiffany  May,Nestle Toffee Crumble,1,160,160,Agra, Uttar Pradesh,North,Monday
7/14/2014,Peter  Hodges,Nestle Fab,2,216,432,Shimla, Himachal Pradesh,North,Monday
7/14/2014,Cindy  Becker,Nestle Rowntree Fruit Pastil,2,206,412,Bangalore, Karnataka,South,Monday
7/15/2014,Robert  Munoz,Nestle Milky Bar Stick,3,400,1200,Delhi, Delhi,North,Tuesday
7/15/2014,Della  Jensen,Nestle Rowntree Fruit Pastil,1,170,170,Patna, Bihar,East,Tuesday
7/15/2014,Isabel  Cross,Nestle Nobbly Bobbly,14,118,1652,Ranchi, Jharkhand,East,Tuesday
7/15/2014,Tiffany  May,Nestle Nobbly Bobbly,2,189,378,Agra, Uttar Pradesh,North,Tuesday
7/15/2014,Marion  Glover,Nestle Rolo Potz,2,294,588,Durgapur, West Bengal,East,Tuesday
7/15/2014,Ernest  Davis,Nestle Maxibon Cookie,3,351,1053,Mumbai, Maharashtra,West,Tuesday
7/15/2014,Blake  Bridges,Nestle Kit Kat Cone,2,202,404,Cochin, Kerala,South,Tuesday
7/15/2014,Eric  Rose,Nestle Fab,2,343,686,Mumbai, Maharashtra,West,Tuesday
7/15/2014,Donna  Reid,Nestle Aero Mint Potz,10,349,3490,Goa, Goa,West,Tuesday
7/15/2014,Ruben  Nunez,Nestle Aero Mint Potz,3,299,897,Ahmedabad, Gujarat,West,Tuesday
7/15/2014,Shari  Silva,Nestle Fab,1,167,167,Mysore, Karnataka,South,Tuesday
7/15/2014,Sylvester  Morales,Nestle Rowntree Fruit Pastil,12,389,4668,Mumbai, Maharashtra,West,Tuesday
7/15/2014,Bernadette  Page,Nestle Milky Bar Stick,3,265,795,Delhi, Delhi,North,Tuesday
7/15/2014,Allan  Ramos,Nestle Milky Bar Stick,3,357,1071,Jodhpur, Rajasthan,North,Tuesday
7/16/2014,Fernando  Rowe,Nestle Aero Mint Potz,3,421,1263,Ahmedabad, Gujarat,West,Wednesday
7/16/2014,Edwin  Malone,Nestle Fab,2,339,678,Kolkata, West Bengal,East,Wednesday
7/16/2014,Peter  Hodges,Nestle Smarties Pop-Up,2,348,696,Shimla, Himachal Pradesh,North,Wednesday
7/17/2014,Cecilia  Manning,Nestle Toffee Crumble,2,143,286,Trivandrum, Kerala,South,Thursday
7/17/2014,Arturo  Francis,Nestle Aero Mint Potz,1,419,419,Ranchi, Jharkhand,East,Thursday
7/17/2014,Bobbie  Ryan,Nestle Smarties Pop-Up,4,463,1852,Darjeeling, West Bengal,East,Thursday
7/17/2014,Woodrow  Colon,Nestle Smarties Pop-Up,2,228,456,Cochin, Kerala,South,Thursday
7/17/2014,Don  Gonzales,Nestle Rolo Potz,2,250,500,Mysore, Karnataka,South,Thursday
7/17/2014,Fernando  Rowe,Nestle Rowntree Fruit Pastil,2,177,354,Ahmedabad, Gujarat,West,Thursday
7/17/2014,Salvador  Bass,Nestle Milky Bar Stick,2,301,602,Goa, Goa,West,Thursday
7/17/2014,Shari  Silva,Nestle Milky Bar Stick,2,381,762,Mysore, Karnataka,South,Thursday
7/17/2014,Andrew  Meyer,Nestle Aero Mint Potz,11,341,3751,Mumbai, Maharashtra,West,Thursday
7/17/2014,Felicia  Jennings,Nestle Fab,1,308,308,Pune, Maharashtra,West,Thursday
7/17/2014,Isabel  Cross,Nestle Smarties Pop-Up,4,239,956,Ranchi, Jharkhand,East,Thursday
7/17/2014,Nellie  Joseph,Nestle Milky Bar Stick,3,496,1488,Patna, Bihar,East,Thursday
7/17/2014,Isabel  Cross,Nestle Fab,4,398,1592,Ranchi, Jharkhand,East,Thursday
7/18/2014,Austin  Reynolds,Nestle Maxibon Cookie,3,401,1203,Kolkata, West Bengal,East,Friday
7/18/2014,Rachel  Gomez,Nestle Rowntree Fruit Pastil,1,200,200,Delhi, Delhi,North,Friday
7/18/2014,Drew  Rogers,Nestle Rowntree Fruit Pastil,1,483,483,Delhi, Delhi,North,Friday
7/19/2014,Arturo  Francis,Nestle Milky Bar Stick,1,171,171,Ranchi, Jharkhand,East,Saturday
7/19/2014,Allan  Ramos,Nestle Aero Mint Potz,3,459,1377,Jodhpur, Rajasthan,North,Saturday
7/19/2014,Carla  Mccormick,Nestle Rowntree Fruit Pastil,1,296,296,Varanasi, Uttar Pradesh,North,Saturday
7/19/2014,Max  Rodgers,Nestle Smarties Pop-Up,1,458,458,Nagpur, Maharashtra,West,Saturday
7/19/2014,Shari  Silva,Nestle Fab,1,270,270,Mysore, Karnataka,South,Saturday
7/20/2014,Ellen  Weaver,Nestle Aero Mint Potz,1,332,332,Hyderabad, Telangana,South,Sunday
7/20/2014,Rachel  Gomez,Nestle Milky Bar Stick,3,389,1167,Delhi, Delhi,North,Sunday
7/20/2014,Cassandra  Franklin,Nestle Maxibon Cookie,3,175,525,Delhi, Delhi,North,Sunday
